ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CHN,China,#VALUE!,#VALUE!,0.165,0.160,0.159,0.158,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166
COL,Colombia,#VALUE!,#VALUE!,0.161,0.164,0.159,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158
COM,Comoros,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
COG,Congo,#VALUE!,#VALUE!,0.535,0.525,0.541,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539
COD,"Congo, the Democratic Republic of the",#VALUE!,#VALUE!,0.322,0.349,0.378,0.381,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389
CRI,Costa Rica,#VALUE!,#VALUE!,0.317,0.324,0.338,0.344,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352
CIV,C™te d'Ivoire,#VALUE!,#VALUE!,0.113,0.109,0.106,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113
HRV,Croatia,#VALUE!,#VALUE!,0.161,0.172,0.175,0.182,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
CUB,Cuba,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CYP,Cyprus,#VALUE!,#VALUE!,0.265,0.281,0.284,0.308,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316
CZE,Czech Republic,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DNK,Denmark,#VALUE!,#VALUE!,0.448,0.467,0.464,0.502,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510
DJI,Djibouti,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DMA,Dominica,#VALUE!,#VALUE!,0.470,0.475,0.484,0.482,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490
DOM,Dominican Republic,#VALUE!,#VALUE!,0.478,0.492,0.496,0.531,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539
ECU,Ecuador,#VALUE!,#VALUE!,0.917,0.920,0.923,0.915,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919
EGY,Egypt,#VALUE!,#VALUE!,0.113,0.109,0.118,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134
SLV,El Salvador,#VALUE!,#VALUE!,0.096,0.092,0.097,0.101,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109
GNQ,Equatorial Guinea,#VALUE!,#VALUE!,0.261,0.256,0.256,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267
ERI,Eritrea,#VALUE!,#VALUE!,0.413,0.399,0.394,0.393,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401
EST,Estonia,#VALUE!,#VALUE!,0.578,0.563,0.549,0.547,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555
ETH,Ethiopia,#VALUE!,#VALUE!,0.222,0.214,0.224,0.223,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
FJI,Fiji,#VALUE!,#VALUE!,0.113,0.172,0.199,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203
FIN,Finland,#VALUE!,#VALUE!,0.043,0.067,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065
FRA,France,#VALUE!,#VALUE!,0.204,0.210,0.203,0.211,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235
GAB,Gabon,#VALUE!,#VALUE!,0.191,0.193,0.199,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
GMB,Gambia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GEO,Georgia,#VALUE!,#VALUE!,0.856,0.861,0.842,0.842,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
DEU,Germany,#VALUE!,#VALUE!,1.000,1.000,0.988,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
GHA,Ghana,#VALUE!,#VALUE!,0.222,0.231,0.236,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259
GRC,Greece,#VALUE!,#VALUE!,0.213,0.219,0.228,0.235,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247
GRD,Grenada,#VALUE!,#VALUE!,0.139,0.185,0.191,0.190,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207
GTM,Guatemala,#VALUE!,#VALUE!,0.991,0.975,0.955,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964
GIN,Guinea,#VALUE!,#VALUE!,0.387,0.382,0.382,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381
GNB,GuineaBissau,#VALUE!,#VALUE!,0.744,0.740,0.744,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757
GUY,Guyana,#VALUE!,#VALUE!,0.135,0.130,0.134,0.170,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178
HTI,Haiti,#VALUE!,#VALUE!,0.304,0.303,0.338,0.340,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348
HND,Honduras,#VALUE!,#VALUE!,0.226,0.219,0.228,0.235,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239
HUN,Hungary,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ISL,Iceland,#VALUE!,#VALUE!,0.161,0.160,0.252,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251
IND,India,#VALUE!,#VALUE!,0.178,0.214,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211
IDN,Indonesia,#VALUE!,#VALUE!,0.213,0.210,0.216,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227
IRN,"Iran, Islamic Republic of",#VALUE!,#VALUE!,0.605,0.593,0.582,0.595,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599
IRQ,Iraq,#VALUE!,#VALUE!,0.482,0.475,0.484,0.490,0.502,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506
IRL,Ireland,#VALUE!,#VALUE!,0.426,0.450,0.439,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437
ISR,Israel,#VALUE!,#VALUE!,0.322,0.315,0.313,0.328,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336
ITA,Italy,#VALUE!,#VALUE!,0.113,0.109,0.106,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
JAM,Jamaica,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
JPN,Japan,#VALUE!,#VALUE!,0.626,0.660,0.671,0.652,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660
JOR,Jordan,#VALUE!,#VALUE!,0.378,0.403,0.390,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389
KAZ,Kazakhstan,#VALUE!,#VALUE!,0.944,0.929,0.919,0.935,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956
KEN,Kenya,#VALUE!,#VALUE!,0.256,0.248,0.288,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295
KIR,Kiribati,#VALUE!,#VALUE!,0.517,0.508,0.520,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518
PRK,"Korea, Democratic People's Republic of",#VALUE!,#VALUE!,0.274,0.273,0.281,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296
KOR,"Korea, Republic of",#VALUE!,#VALUE!,0.130,0.143,0.146,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162
KWT,Kuwait,#VALUE!,#VALUE!,0.265,0.256,0.268,0.267,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275
KGZ,Kyrgyzstan,#VALUE!,#VALUE!,0.048,0.046,0.045,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049
LAO,Lao People's Democratic Republic,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LVA,Latvia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LBN,Lebanon,#VALUE!,#VALUE!,0.209,0.202,0.211,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215
LSO,Lesotho,#VALUE!,#VALUE!,0.057,0.063,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073
LBR,Liberia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LBY,Libyan Arab Jamahiriya,#VALUE!,#VALUE!,0.187,0.202,0.224,0.271,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279
LIE,Liechtenstein,#VALUE!,#VALUE!,0.339,0.336,0.325,0.324,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328,0.328
LTU,Lithuania,#VALUE!,#VALUE!,0.174,0.168,0.167,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182
LUX,Luxembourg,#VALUE!,#VALUE!,0.278,0.294,0.289,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283
MDG,Madagascar,#VALUE!,#VALUE!,0.209,0.210,0.203,0.203,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211
MWI,Malawi,#VALUE!,#VALUE!,0.213,0.210,0.240,0.243,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
MYS,Malaysia,#VALUE!,#VALUE!,0.165,0.181,0.183,0.219,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227
MDV,Maldives,#VALUE!,#VALUE!,0.613,0.609,0.622,0.628,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636
MLI,Mali,#VALUE!,#VALUE!,0.217,0.235,0.240,0.247,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263,0.263
MLT,Malta,#VALUE!,#VALUE!,0.204,0.210,0.207,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223
MHL,Marshall Islands,#VALUE!,#VALUE!,0.248,0.256,0.264,0.263,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271
MRT,Mauritania,#VALUE!,#VALUE!,0.157,0.156,0.150,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162
MUS,Mauritius,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
MEX,Mexico,#VALUE!,#VALUE!,0.391,0.387,0.398,0.405,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409
FSM,"Micronesia, Federated States of",#VALUE!,#VALUE!,0.152,0.147,0.146,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150
MDA,"Moldova, Republic of",#VALUE!,#VALUE!,0.135,0.168,0.211,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227
MCO,Monaco,#VALUE!,#VALUE!,0.330,0.328,0.333,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332,0.332
MKD,Macedonia,#VALUE!,#VALUE!,0.487,0.471,0.468,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470
MNG,Mongolia,#VALUE!,#VALUE!,0.026,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
MNE,Montenegro,#VALUE!,#VALUE!,0.017,0.017,0.020,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
MAR,Morocco,#VALUE!,#VALUE!,0.309,0.332,0.329,0.324,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356
MOZ,Mozambique,#VALUE!,#VALUE!,0.000,0.000,0.000,0.004,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
MMR,Myanmar,#VALUE!,#VALUE!,0.196,0.248,0.244,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247
NAM,Namibia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
NRU,Nauru,#VALUE!,#VALUE!,0.487,0.487,0.480,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478
NPL,Nepal,#VALUE!,#VALUE!,0.104,0.109,0.134,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142
NLD,Netherlands,#VALUE!,#VALUE!,0.152,0.168,0.171,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170
NZL,New Zealand,#VALUE!,#VALUE!,0.139,0.139,0.163,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178
NIC,Nicaragua,#VALUE!,#VALUE!,0.043,0.059,0.061,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069
NER,Niger,#VALUE!,#VALUE!,0.200,0.206,0.207,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227
NGA,Nigeria,#VALUE!,#VALUE!,0.882,0.895,0.886,0.870,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0.874
NOR,Norway,#VALUE!,#VALUE!,0.513,0.521,0.508,0.534,0.530,0.530,0.530,0.530,0.530,0.530,0.530,0.530,0.530,0.530,0.530
OMN,Oman,#VALUE!,#VALUE!,0.209,0.210,0.220,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235
PAK,Pakistan,#VALUE!,#VALUE!,0.300,0.307,0.309,0.316,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336
PLW,Palau,#VALUE!,#VALUE!,0.313,0.303,0.301,0.300,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308
PAN,Panama,#VALUE!,#VALUE!,0.843,0.853,0.829,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
PNG,Papua New Guinea,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PRY,Paraguay,#VALUE!,#VALUE!,0.361,0.353,0.374,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373
PER,Peru,#VALUE!,#VALUE!,0.000,0.025,0.024,0.024,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
PHL,Philippines,#VALUE!,#VALUE!,0.369,0.395,0.386,0.401,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417
POL,Poland,#VALUE!,#VALUE!,0.222,0.231,0.244,0.243,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251
PRT,Portugal,#VALUE!,#VALUE!,0.222,0.214,0.228,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
QAT,Qatar,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ROU,Romania,#VALUE!,#VALUE!,0.283,0.286,0.301,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300
RUS,Russian Federation,#VALUE!,#VALUE!,0.644,0.660,0.651,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656
RWA,Rwanda,#VALUE!,#VALUE!,0.678,0.685,0.691,0.696,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692
KNA,Saint Kitts and Nevis,#VALUE!,#VALUE!,0.100,0.126,0.134,0.142,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.146
LCA,Saint Lucia,#VALUE!,#VALUE!,0.465,0.467,0.468,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486
VCT,Saint Vincent and the Grenadines,#VALUE!,#VALUE!,0.700,0.677,0.683,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680,0.680
WSM,Samoa,#VALUE!,#VALUE!,0.144,0.147,0.146,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162
SMR,San Marino,#VALUE!,#VALUE!,0.130,0.126,0.155,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166
STP,Sao Tome and Principe,#VALUE!,#VALUE!,0.135,0.139,0.155,0.154,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162,0.162
SAU,Saudi Arabia,#VALUE!,#VALUE!,0.126,0.156,0.155,0.162,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170
SEN,Senegal,#VALUE!,#VALUE!,0.104,0.118,0.126,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138
SRB,Serbia,#VALUE!,#VALUE!,0.130,0.126,0.126,0.134,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142
SYC,Seychelles,#VALUE!,#VALUE!,0.074,0.084,0.081,0.142,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158,0.158
SLE,Sierra Leone,#VALUE!,#VALUE!,0.170,0.202,0.199,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
SGP,Singapore,#VALUE!,#VALUE!,0.382,0.370,0.406,0.421,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433
SVK,Slovakia,#VALUE!,#VALUE!,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SVN,Slovenia,#VALUE!,#VALUE!,0.243,0.244,0.248,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
SLB,Solomon Islands,#VALUE!,#VALUE!,0.244,0.235,0.236,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239
SOM,Somalia,#VALUE!,#VALUE!,0.187,0.185,0.207,0.194,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
ZAF,South Africa,#VALUE!,#VALUE!,0.448,0.458,0.447,0.466,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478
ESP,Spain,#VALUE!,#VALUE!,0.452,0.445,0.451,0.486,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490,0.490
LKA,Sri Lanka,#VALUE!,#VALUE!,0.178,0.172,0.191,0.190,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203
SDN,Sudan,#VALUE!,#VALUE!,0.074,0.071,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069
SUR,Suriname,#VALUE!,#VALUE!,0.435,0.420,0.468,0.474,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478
SWZ,Swaziland,#VALUE!,#VALUE!,0.817,0.807,0.825,0.814,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830,0.830
