ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
AFG,Afghanistan,,,,,,,,,,,,,,,,,
MDA,"Moldova, Republic of",#VALUE!,#VALUE!,0.028383211,0.028271131,0.028169565,0.028027191,0.027827208,0.027631505,0.062828426,0.06266644,0.063041031,0.064076204,0.065609485,0.161953321,0.165566741,0.169419925,
MCO,Monaco,#VALUE!,#VALUE!,-0.330522579,-0.277787122,-0.22755439,-0.271760079,-0.225410842,-0.292442926,-0.210943169,-0.269234934,-0.222754576,-0.268880262,-0.29124653,-0.251468171,-0.310966978,-0.295973262,
MKD,Macedonia,#VALUE!,#VALUE!,0.30815538,0.21623202,0.219473078,0.225490564,0.235629038,0.249180036,0.311202982,0.329734917,0.341979996,0.343391924,0.337079244,0.314623978,0.309595695,0.30769931,
MNG,Mongolia,#VALUE!,#VALUE!,-0.451371699,-3.540724841,-56.68741595,1,1,1,0,5.43655E-14,0,0,4.89248E-14,0.487781976,0.596488042,0.657867582,
MNE,Montenegro,#VALUE!,#VALUE!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
MAR,Morocco,#VALUE!,#VALUE!,-1.4742E-12,-2.36933E-11,7.29175E-12,-1.46046E-11,3.35316E-11,5.12019E-12,-1.13824E-12,-4.52064E-12,1,1,1,-8.10954E-12,3.66797E-12,-8.8009E-12,
MOZ,Mozambique,#VALUE!,#VALUE!,1.325652795,-0.245000574,-0.248749334,-0.258262235,-0.278590509,-0.310574489,-0.297250996,-0.337369169,-0.376198135,-0.402473484,-0.415861315,0.185837578,0.192019891,0.201948201,
MMR,Myanmar,#VALUE!,#VALUE!,-0.103786962,0.138929951,0.132965213,0.127518887,0.124503428,0.122511711,1.946296074,1.834990083,1.683384532,1.503246424,1.332191735,1.122703506,1.022555832,0.960839084,
NAM,Namibia,#VALUE!,#VALUE!,3.510670042,13.84097543,1,1,1,1,1,1,1,1,1,5.38369835,2.027161219,1.47014633,
NRU,Nauru,#VALUE!,#VALUE!,0.848228135,0.435091124,0.450052581,0.466674065,0.485875642,0.507036376,0.526891955,0.54800028,0.565171296,0.576020355,0.581360048,0.61050798,0.613881848,0.61399076,
NPL,Nepal,#VALUE!,#VALUE!,1.192291134,0.732194936,0.786348562,0.820266318,0.810377408,0.772290784,0.23201674,0.228570753,0.227783028,0.230590149,0.235914376,0.257274845,0.262259745,0.266295736,
NLD,Netherlands,#VALUE!,#VALUE!,0.582498125,0.858493925,0.841474912,0.865562707,0.956055411,1.128144823,1.950018245,2.481290856,2.991937729,3.063685429,2.739471134,2.975782489,2.690954732,2.47141183,
NZL,New Zealand,#VALUE!,#VALUE!,0.499551354,0.575126143,0.567874176,0.577114921,0.610734074,0.666554985,0.77287473,0.850271842,0.902821491,0.902723122,0.86466759,0.852323154,0.820400194,0.801349013,
NIC,Nicaragua,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
NER,Niger,#VALUE!,#VALUE!,1.534627242,1.832558891,1.760780776,1.700975089,1.652417094,1.613574582,1.05442558,1.048085595,1.049503126,1.060299691,1.078027219,1.008910598,1.030087086,1.046105856,
NGA,Nigeria,#VALUE!,#VALUE!,2.308222688,2.361275348,2.093647208,1.7291257,1.585290395,1.460589108,1.158604904,1.358280433,1.821748375,2.452553854,3.616321223,3.986675079,2.924953444,1.624018386,
NOR,Norway,#VALUE!,#VALUE!,0.094656935,0.050922328,0.061361239,0.090685179,0.152998687,0.136723566,0.148484406,0.050324981,0.044258596,0.058719944,0.077247212,0.027069947,0.031752127,0.034507675,
OMN,Oman,#VALUE!,#VALUE!,0.203039277,0.218556536,0.232814128,0.248445079,0.264552838,0.280808183,0.29742944,0.316602386,0.331327273,0.338156373,0.33810146,0.371224613,0.369206379,0.362911842,
PAK,Pakistan,#VALUE!,#VALUE!,0.151369853,0.151797894,0.14946863,0.147891368,0.147092868,0.146762779,0.193746851,0.193063924,0.191746111,0.189620599,0.187071768,0.298156381,0.293538544,0.289776627,
