ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
EST,Estonia,0.401100094,0.47667119,0.508643293,0.541805881,0.575081353,0.624725934,0.663371669,0.713425259,0.747996898,0.787350635,0.794582497,0.80250727,0.800782256,0.791084085,0.78496905,0.809392386,0.812689658,0.811189658
ETH,Ethiopia,0.21177647,0.211914708,0.216553668,0.220810491,0.218702472,0.217308701,0.217547994,0.217302156,0.227693361,0.228640427,0.227364603,0.247358074,0.252649308,0.248324298,0.251416394,0.261690264,0.263224424,0.248891091
FJI,Fiji,0.395406113,0.395754034,0.392846082,0.39023341,0.373461032,0.360368458,0.369782548,0.375361779,0.39775557,0.413853836,0.426834731,0.479328099,0.535216353,0.588449042,0.617231977,0.644825438,0.677408928,0.675908928
FIN,Finland,0.734008469,0.762577555,0.789350395,0.816835472,0.830843076,0.8458052,0.860164778,0.870661745,0.88073271,0.881200123,0.875922405,0.873571926,0.870367344,0.868545062,0.870900562,0.867012113,0.867932839,0.872766172
FRA,France,0.596550895,0.608892126,0.620034339,0.635617394,0.670050703,0.69555649,0.711781556,0.704438964,0.729724848,0.74715197,0.758527735,0.769587098,0.775146126,0.779360625,0.781395925,0.791530351,0.788970869,0.787137535
GAB,Gabon,0.259499817,0.259944701,0.269801933,0.279245508,0.285226298,0.307992275,0.310405794,0.326904427,0.316950237,0.334019231,0.369171653,0.372963042,0.408234531,0.426397505,0.426134431,0.430668865,0.433856607,0.439356607
GMB,Gambia,0.307024922,0.306474554,0.303711034,0.300733615,0.29422861,0.288443245,0.29013129,0.290802157,0.327165927,0.299147173,0.312184158,0.331681074,0.384390679,0.406219441,0.407193221,0.419634557,0.423291551,0.410124884
GEO,Georgia,0.391441698,0.378776005,0.393215598,0.374236513,0.368278611,0.391815123,0.399824557,0.417820089,0.445120366,0.47049381,0.512507749,0.554544956,0.596199176,0.593582814,0.548277344,0.606227046,0.617803837,0.616137171
DEU,Germany,0.575177694,0.588092874,0.597731001,0.611860819,0.632666415,0.687682121,0.706096846,0.713402313,0.726919034,0.741951967,0.743229746,0.747465945,0.750304702,0.74367443,0.735302518,0.734876378,0.734832315,0.738832315
GHA,Ghana,0.254644855,0.254712943,0.251565465,0.248523012,0.266505288,0.284781299,0.281862531,0.279161876,0.284118514,0.282424069,0.291306355,0.316480347,0.338555039,0.368351794,0.415944121,0.437442357,0.457433013,0.455266346
GRC,Greece,0.505472851,0.526499141,0.542006745,0.55691037,0.599906785,0.659195343,0.725667027,0.780350757,0.796920685,0.810685705,0.816038883,0.818012868,0.817816313,0.821364676,0.800486277,0.79975246,0.765939808,0.775106475
GRD,Grenada,0.528913761,0.529284093,0.533579853,0.537935814,0.53627295,0.538295226,0.543180849,0.545919927,0.61813218,0.620411666,0.62777752,0.618237492,0.62751747,0.64134077,0.713718155,0.710931257,0.710090694,0.710090694
GTM,Guatemala,0.230357312,0.231108173,0.233799459,0.236931785,0.248388503,0.264489897,0.266368331,0.270234773,0.278189367,0.308379629,0.332155856,0.370231984,0.439375791,0.436145333,0.435100496,0.438790468,0.438723425,0.430723425
