ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
GTM,Guatemala,1.1,,0.933,,0.9,,,,,,,,,,0.932,,
GIN,Guinea,0.13,,,,,0.094,,,,0.11,0.1,,,,,0.1,
GNB,GuineaBissau,,0.166,,,,,,,,0.12,,,,0.045,0.07,0.045,
GUY,Guyana,0.33,,0.181,,,0.48,,,,,,,,,,0.214,
HTI,Haiti,0.16,,,0.25,,,,,,,,,,,,,
HND,Honduras,0.65,,0.832,,,0.57,,,,,0.372,,,,,,
HUN,Hungary,3,3,3,3.1,3.1,,,3.2,3.2,,,3.04,2.783,3.097,,3.408,
ISL,Iceland,3,3.1,3.3,3.3,3.4,3.4,3.5,3.6,3.6,3.616,,3.77,,3.934,,3.733,3.456
IND,India,,,,0.513,,,,,,0.6,0.599,,,,0.649,0.649,
IDN,Indonesia,,,,,,0.162,,,0.13,,,0.13,0.288,,,0.288,
IRN,"Iran, Islamic Republic of",,0.85,,1.049,,,,,,0.45,0.89,,,,,0.89,
IRQ,Iraq,,,,0.55,,,0.543,,,0.658,0.66,,0.528,,,0.607,
IRL,Ireland,2.1,2.1,2.1,2.2,2.3,2.2,2.4,2.4,2.6,2.786,,2.94,3.08,3.187,,3.173,
ISR,Israel,3.736,3.766,3.793,3.775,3.915,3.766,3.91,,3.82,,,3.67,3.633,,,3.65,3.108
ITA,Italy,3.9,4.1,4,4.1,4.2,4.2,4.4,4.4,4.1,4.203,,3.7,,4.242,3.802,3.486,
JAM,Jamaica,0.57,1.401,1.401,,,,,,0.85,,,,,0.411,,,
JPN,Japan,,1.8,,1.9,,1.9,,2,,2.12,,2.063,,2.142,,2.142,
JOR,Jordan,,,1.66,,,,2.05,,,2.03,2.36,,2.561,,,2.558,
KAZ,Kazakhstan,3.635,3.639,3.301,3.528,3.201,3.292,3.302,3.612,3.539,3.6,3.7,3.88,3.877,3.7,,4.099,3.84
KEN,Kenya,0.132,,,,,,,0.14,,0.139,,,,,,,0.181
KIR,Kiribati,,,,0.296,,,,,,0.23,,0.297,,,,0.376,
PRK,"Korea, Democratic People's Republic of",2.97,,,,,,,,3.291,,,,,,,,
KOR,"Korea, Republic of",1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.57,1.71,,,,1.967,,2.024,
KWT,Kuwait,1.783,,1.89,,,,1.525,,,,1.8,,,,1.793,1.793,
KGZ,Kyrgyzstan,3.208,3.293,3.058,3.01,2.875,2.823,2.679,2.6,2.6,2.5,,2.39,2.301,,,2.301,2.469
LAO,Lao People's Democratic Republic,,0.586,,,,,,,,0.35,0.272,,,,0.187,0.272,
LVA,Latvia,2.976,2.994,2.96,3.061,3.177,3.204,2.914,,3.008,,,3.14,3.039,,,2.899,
LBN,Lebanon,,,2.1,,,,3.253,,,,2.36,3.254,,,3.54,3.54,
LSO,Lesotho,0.054,,,,,,,,0.049,,,,,,,,
LBR,Liberia,,,0.023,,,,,,,0.03,,,,0.014,,0.014,
LBY,Libyan Arab Jamahiriya,,,1.29,,,,,,,1.25,,,,,1.9,1.9,
LIE,Liechtenstein,,,,,,,,,,,,,,,,,
LTU,Lithuania,4.061,4.099,4.128,4.12,4.151,4.01,4.027,,3.973,,,3.95,4.034,3.664,,3.641,
LUX,Luxembourg,2.2,2.3,2.4,2.4,2.5,2.5,2.5,2.6,2.7,2.73,2.852,,2.862,,,2.766,2.779
MDG,Madagascar,0.272,0.107,,,,,0.087,0.14,,0.29,,,0.161,,,0.161,
MWI,Malawi,,,,,,,,,0.011,0.02,,,,0.019,0.019,0.019,
MYS,Malaysia,0.478,0.496,0.658,,0.683,0.702,,0.71,,,,,,0.941,,1.198,
MDV,Maldives,0.4,,,,,0.777,,,,0.92,,,1.595,,,1.595,
MLI,Mali,0.043,0.063,,,,0.044,,,,0.08,,,0.074,0.049,,0.083,
MLT,Malta,,,2.465,2.607,2.591,2.654,2.926,,3.183,,,3.88,3.351,,,3.112,3.226
MHL,Marshall Islands,,0.422,,,,0.47,,,,,,,,0.559,,0.438,
MRT,Mauritania,0.138,,,,,,,,,0.11,,,,,0.13,0.13,
MUS,Mauritius,0.85,,,,,,,,,1.057,,,,,,,
MEX,Mexico,1.6,1.6,1.4,1.2,1.7,1.98,1.5,1.5,1.5,2.893,,,,,1.959,1.959,
FSM,"Micronesia, Federated States of",,,,,0.573,0.598,,,0.55,,0.564,,,,0.177,0.177,
MDA,"Moldova, Republic of",3.513,3.562,3.582,3.631,3.245,3.18,2.694,,2.636,,,2.66,2.668,,,2.677,3.643
MCO,Monaco,5.81,,,,,,,,,,,,,,,,7.056
MKD,Macedonia,2.297,2.251,2.249,2.246,2.211,2.201,2.191,,,,,2.5463,,2.627,2.624,2.627,
MNG,Mongolia,,,,2.433,2.54,,,2.63,,,,,,2.763,,2.763,
MNE,Montenegro,,,,,,,,,,,,2.03,1.986,,,2.026,
MAR,Morocco,,,0.46,,,,0.483,,,0.51,,,0.564,,0.62,0.62,
MOZ,Mozambique,,,,,,0.024,,,,0.03,,0.027,,0.026,,0.026,
MMR,Myanmar,0.293,,,,0.297,0.302,,,,0.36,,,,0.457,,0.501,
NAM,Namibia,,,0.295,,,,,,,0.3,,,0.374,,,0.374,
NRU,Nauru,,,,,,,,,,,,,,,,,
NPL,Nepal,0.04,0.04,0.04,0.04,,,0.052,,,0.209,,,,,,,
NLD,Netherlands,,,,2.9,3.1,3.2,3.3,3.1,3.1,,3.71,,3.921,2.859,,2.859,
NZL,New Zealand,2,2,2.2,2.2,2.2,2.2,2.2,2.13,2.2,,,,2.384,,,2.735,
NIC,Nicaragua,0.82,,0.856,,,,,,0.374,,,,,,,,
NER,Niger,,0.024,0.035,0.033,,,,0.033,,0.02,,,,0.019,,0.019,
NGA,Nigeria,,,,,,0.269,,,0.28,,,,,0.395,,0.395,
NOR,Norway,2.8,2.8,2.5,2.7,2.8,2.9,3,3.1,3.1,,,3.77,3.889,4.076,4.159,4.159,
OMN,Oman,,,1.3,1.33,,,,1.257,,1.319,1.67,,1.84,1.901,,2.048,
PAK,Pakistan,,,0.57,,,,0.662,,,0.739,0.8,,0.777,,0.813,0.813,
PLW,Palau,,,,1.111,,1.58,,,,,,1.3,,,,1.381,
PAN,Panama,1.668,1.17,,,,1.502,,,,,,,,,,,
PNG,Papua New Guinea,,,,0.073,,0.05,,,,,,,,0.053,,0.053,
PRY,Paraguay,0.73,,1.098,,,1.17,,1.107,,,,,,,,,
PER,Peru,0.98,,0.932,,1.17,,,,,,,,,,0.92,0.92,
PHL,Philippines,,1.23,1.24,,,0.585,,1.15,,1.153,,,,,,,
POL,Poland,2.3,2.4,2.4,2.3,2.3,2.2,2.3,2.3,2.5,,1.97,2.012,,2.144,,2.068,
PRT,Portugal,2.9,3,3,3.1,3.1,3.2,3.2,3.3,3.3,,3.44,,,,,3.868,
QAT,Qatar,,1.26,1.26,,,,2.217,,,,2.64,2.757,,,,2.757,
ROU,Romania,1.768,1.81,1.791,1.836,1.909,1.889,1.887,,1.905,,,1.9166,,,,2.385,
RUS,Russian Federation,3.859,4.096,4.155,4.209,4.194,4.213,4.172,4,4.252,4,4,4.309,,,,4.3089,
RWA,Rwanda,,,,,,,,0.019,,0.05,0.024,,,,,0.056,
KNA,Saint Kitts and Nevis,1.07,,1.186,,,1.0952,1.167,,,,,,,,,,
LCA,Saint Lucia,0.56,,0.473,,5.17,,,0.473,,,,,,,,,
VCT,Saint Vincent and the Grenadines,0.46,,0.871,,,0.7542,0.525,,,,,,,,,,
WSM,Samoa,,0.344,,0.33,0.702,,,,0.28,,0.27,,,0.479,,0.479,
SMR,San Marino,,,,,,,,,,,,,,,,,4.883
STP,Sao Tome and Principe,,0.467,,,,,,,,0.491,,,,,,,
SAU,Saudi Arabia,,,1.66,,,,1.397,,,1.37,,,1.622,0.939,,0.939,
SEN,Senegal,0.075,0.093,0.093,0.095,,,,,,0.06,,,,0.059,,0.059,
SRB,Serbia,,,,,,,,,,,,1.99,2.035,,2.114,2.112,
SYC,Seychelles,,1.324,,,,,,,,1.513,,,,,,,
SLE,Sierra Leone,,0.073,,,,,,,,0.03,,,,0.016,,0.022,
SGP,Singapore,,,,1.627,1.348,,1.4,,1.5,,,,,,,1.921,
SVK,Slovakia,,,,,,3.2,3.1,3.1,3.1,3.12,,,3,,,3,
SVN,Slovenia,2.121,2.135,2.147,2.178,2.135,2.17,2.194,2.253,,,2.4,2.424,,2.473,,2.542,
SLB,Solomon Islands,0.14,,,,0.127,,,,0.13,,0.186,,,,0.224,0.224,
SOM,Somalia,,,0.04,,,,,,,,,0.035,,,,0.035,
ZAF,South Africa,,0.593,,,,,0.692,,,0.77,,,,,,,0.758
ESP,Spain,2.5,2.8,2.9,2.8,2.9,3.2,3.1,2.9,3.3,,,,3.757,,,3.957,3.961
LKA,Sri Lanka,,,,,0.365,0.428,,,,0.55,,0.492,,,,0.492,
SDN,Sudan,,0.09,,,,0.158,,,,0.22,,0.3,,0.28,,0.28,
SUR,Suriname,0.75,0.252,,,,0.45,,,,0.911,,,,,,,
SWZ,Swaziland,,0.151,,,,0.176,,,,0.16,,,,,0.17,,
SWE,Sweden,2.9,2.9,2.9,3,3,3.1,3.2,3.3,,3.28,,3.583,,3.77,3.868,3.77,
CHE,Switzerland,3.2,3.2,3.3,3.3,3.4,3.5,3.5,3.6,,,,3.97,,,,4.082,
SYR,Syrian Arab Republic,,,1.1,1.44,1.3,,1.399,,,,,0.53,,1.5,,1.5,
TJK,Tajikistan,2.136,2.086,2.023,2.086,2.102,2.13,2.18,,2.033,,,2.0128,,,,2.101,1.899
TZA,"Tanzania, United Republic of",0.041,,,,,,,0.02,,,,0.008,,,,0.008,
THA,Thailand,0.238,0.269,0.272,0.291,0.291,0.285,0.294,0.271,0.277,0.298,0.293,0.313,0.334,0.316,,0.319,
TLS,TimorLeste,,,,,,,,,,0.096,,,,,,,
TGO,Togo,0.076,,,,,,0.057,,,0.04,,,,0.053,,0.053,
TON,Tonga,,,0.44,,,0.499,0.343,0.2912,,,,,,,,0.563,
TTO,Trinidad and Tobago,0.79,,0.79,,,,,,,,,,1.175,,,1.175,
TUN,Tunisia,0.663,,0.7,,,,,,,1.34,,,,,,1.222,
TUR,Turkey,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.3,1.3,1.56,,1.451,,1.538,1.711
TKM,Turkmenistan,3.17,3.222,3.171,,,,,4.179,,,,2.49,2.438,,,2.389,
TUV,Tuvalu,,,,,,,,0.5454546,0.91,,,,,0.636,1.091,1.091,
UGA,Uganda,,,,,,,,0.047,,0.08,0.117,,,,,0.117,
UKR,Ukraine,4.407,2.992,2.97,2.99,2.986,2.978,2.974,,2.951,,,3.1254,,,,3.246,3.517
ARE,United Arab Emirates,,,1.81,,,,2.023,1.69,,,1.545,,1.93,,,1.93,
GBR,United Kingdom,1.7,1.8,2.3,1.9,1.9,1.9,2,2.3,2.2,,,,,,,2.743,2.765
USA,United States,2,2,2.1,2.1,2.2,2.56,2.2,2.3,,2.672,,,,,2.422,2.422,
URY,Uruguay,3.56,3.703,,,3.745,,,3.65,,,,,4.181,3.736,,3.736,
UZB,Uzbekistan,3.239,3.171,3.115,3.085,2.975,2.946,2.885,,2.745,,2.65,,2.617,,,2.539,
VUT,Vanuatu,,,0.11,,,,,,,0.14,,,,0.116,,0.116,
VEN,"Venezuela, Bolivarian Republic of",1.94,,2.029,,,,1.939,,,,,,,,,,
VNM,Viet Nam,,,0.569,0.48,0.515,,0.534,0.56,,,,,,1.224,,1.224,
YEM,Yemen,0.247,0.23,,0.2,,,0.219,,,0.33,,,,,,0.197,
ZMB,Zambia,0.069,,,,,,,,,0.12,,0.055,,,,0.066,
ZWE,Zimbabwe,0.139,,,,,,,0.057,,0.16,,,,,0.062,,
