ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,
QAT,Qatar,#VALUE!,#VALUE!,2.63,2.581999941,2.534,2.771999998,3.01,3.020099998,3.030200005,3.040300071,3.050399899,3.060499907,3.070600033,3.08070004,3.090800047,3.100900054,3.111,3.111
ROU,Romania,#VALUE!,#VALUE!,8.58,8.58,8.6,8.163333292,7.726666565,7.29,7.854999895,8.42,8.362999916,8.306,8.306,8.306,8.306,8.306,8.306,8.306
RUS,Russian Federation,#VALUE!,#VALUE!,9.78,9.98,9.98,9.78,9.78,9.58,9.78,9.78,10.18,9.650000267,9.12,9.211,9.614500046,10.018,9.774499893,9.531
RWA,Rwanda,#VALUE!,#VALUE!,10.39,10.59,10.59,10.79,10.79,10.99,10.99,11.19,11.19,11.32999977,11.47,11.88319991,12.30390024,12.72459999,12.89580011,13.067
KNA,Saint Kitts and Nevis,#VALUE!,#VALUE!,8.52,8.52,8.52,8.99849987,9.476999998,9.955500126,10.434,10.64550018,10.85700035,11.06850004,11.28,12.886,12.88600016,12.88600016,12.88600016,12.886
LCA,Saint Lucia,#VALUE!,#VALUE!,7.726,7.81,7.772,7.862,8.008,7.968,7.964,7.981999817,8,8.007733288,8.015466633,8.0232,8.573900223,9.124599934,9.675299644,10.226
VCT,Saint Vincent and the Grenadines,#VALUE!,#VALUE!,16.237,16.711,16.829,16.937,16.907,16.945,16.863,16.519,17.023,16.519,16.519,17.137,17.13697529,17.13695049,17.13692474,17.1369
WSM,Samoa,#VALUE!,#VALUE!,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.498999998,0.53,0.496,0.557000026,0.618000038,0.67899999,0.740000002,0.801
SMR,San Marino,#VALUE!,#VALUE!,6.8542,6.970200042,7.0862,7.025666694,6.96513317,6.9046,9.334,9.334,9.334,9.334,9.334,9.334,9.334,9.334,9.334,9.334
STP,Sao Tome and Principe,#VALUE!,#VALUE!,3.4,3.312999992,3.226,7.923000126,12.62,9.449333429,6.278666735,3.108,3.108,3.108,3.108,3.108,3.108,3.108,3.108,3.108
SAU,Saudi Arabia,#VALUE!,#VALUE!,4.7081,5.11909997,5.5301,5.45223331,5.374366637,5.2965,5.084,5.084,5.084,5.084,5.084,5.084,5.084,5.084,5.084,5.084
SEN,Senegal,#VALUE!,#VALUE!,2.428,2.428,2.414000025,2.4,3.144,2.933000078,2.721999993,2.511000028,2.3,1.890000045,1.48,1.922999978,2.365999937,2.809,2.808999956,2.809
SRB,Serbia,#VALUE!,#VALUE!,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084,18.084
SYC,Seychelles,#VALUE!,#VALUE!,2.801,2.801,2.806999998,2.81299998,2.819000022,2.825000004,2.830999987,2.837000029,2.843000011,2.849,2.849,2.849,2.849,2.849,2.849,2.849
SLE,Sierra Leone,#VALUE!,#VALUE!,6.29,6.29,6.29,6.158499928,6.026999922,5.895499916,5.764,5.746000023,5.727999897,5.71,6.098666668,6.487333298,6.876,3.976,3.976000071,3.976
SGP,Singapore,#VALUE!,#VALUE!,0.47,0.506,0.506,0.51,0.498333327,0.486666657,0.475000001,0.463333331,0.45166666,0.44,0.464499995,0.489000008,0.513499983,0.538,0.537999988,0.538
SVK,Slovakia,#VALUE!,#VALUE!,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.5,8.618666649,8.737333134,8.773
SVN,Slovenia,#VALUE!,#VALUE!,10.573,10.573,10.62025003,10.66750007,10.7147501,10.76199989,10.80924993,10.85649996,10.90374999,10.951,10.951,10.951,10.951,10.951,10.951,10.951
SLB,Solomon Islands,#VALUE!,#VALUE!,0.636,0.636,0.625250002,0.614499999,0.603749996,0.593,0.582250004,0.571500001,0.560749998,0.55,0.462500002,0.374999996,0.28749999,0.2,0.204999998,0.21
SOM,Somalia,#VALUE!,#VALUE!,7.654,7.654,7.654,7.654,7.096,7.148000145,7.2,7.300000095,7.4,7.804857492,8.209714413,8.61457181,9.019428492,9.424285889,9.829142809,10.234
ZAF,South Africa,#VALUE!,#VALUE!,13.02,13.02,13.02,13.02,13.02,13.02,12.82,12.82,12.82,12.86,12.77999985,12.68666649,12.59333324,12.58,9.453999996,6.328
ESP,Spain,#VALUE!,#VALUE!,12.232,12.26,12.284,12.346,12.26,12.33,12.378,12.496,12.59400009,12.69200014,12.79,12.661,12.8835001,13.106,13.40100002,13.696
LKA,Sri Lanka,#VALUE!,#VALUE!,1.65,1.643499995,1.63700002,1.630500014,1.624,1.625500019,1.626999999,1.62849998,1.63,1.726000071,1.822,1.991749972,2.161500037,2.331250072,2.501,2.501
SDN,Sudan,#VALUE!,#VALUE!,0.27,0.27,0.27,0.26044444,0.250888884,0.241333336,0.23177778,0.222222224,0.212666668,0.20311112,0.193555556,0.184,0.184,0.184,0.184,0.184
SUR,Suriname,#VALUE!,#VALUE!,5.266,5.266,5.305600004,5.345200019,5.384799914,5.424399929,5.464,5.51599999,5.567999916,5.62,5.616571383,5.613142805,5.609714227,5.606285768,5.602857189,5.599428611
SWZ,Swaziland,#VALUE!,#VALUE!,12.58,13.18,13.38,13.18,13.38,13.98,13.78,13.38,14.18,14.40849979,14.63700016,14.86550005,14.4765001,13.99233341,13.50816679,13.024
SWE,Sweden,#VALUE!,#VALUE!,2.46,2.46,2.46,2.46,2.46,2.586,2.646999996,2.708000045,2.769000034,2.83,2.838666677,2.847333344,2.914000027,2.913999975,2.913999975,2.914
CHE,Switzerland,#VALUE!,#VALUE!,1.08,1.08,1.114000016,1.148000011,1.182000005,1.216,1.247000003,1.278000021,1.309000009,1.34,1.419999981,1.5,1.450000048,1.4,1.399999976,1.4
SYR,Syrian Arab Republic,#VALUE!,#VALUE!,3.12,2.124,2.222999985,2.322000022,2.420999999,2.52,3.814749837,5.109499931,6.404249907,7.699,7.699,7.699,7.699,7.699,7.699,7.699
TJK,Tajikistan,#VALUE!,#VALUE!,3.506,3.506,3.518499974,3.530999992,3.54350001,3.556,3.547999982,3.539999995,3.532000009,3.524,3.207599998,2.891200006,2.574799985,2.258399993,1.942,1.942
TZA,"Tanzania, United Republic of",#VALUE!,#VALUE!,16.74,16.74,16.74,16.94,16.94,17.14,17.34,17.54,17.67749977,17.81499916,18.27549934,18.736,19.06849957,19.401,19.59700006,19.401
THA,Thailand,#VALUE!,#VALUE!,17.43,17.43,17.63,17.63,17.83,18.03,18.64624977,19.46249981,20.2637496,21.06499958,21.86625004,22.66749996,23.33974981,24.01200005,24.83049965,25.649
TLS,TimorLeste,#VALUE!,#VALUE!,3.6,3.6,3.6,4.28,4,4.098999882,4.198,3.850400114,3.502799892,3.155199909,2.807599926,2.46,3.659999967,4.86,4.860000014,4.86
TGO,Togo,#VALUE!,#VALUE!,9.302,9.202,9.076,9.202,9.234,9.29,9.39,9.243000298,9.096,9.08253315,9.069066792,9.0556,9.167450428,9.279300213,9.391149998,9.503
TON,Tonga,#VALUE!,#VALUE!,0.452,0.446000005,0.44,0.434000003,0.427999998,0.422000001,0.416,0.41,0.371999998,0.333999995,0.295999989,0.258,0.257999999,0.257999999,0.257999999,0.258
TTO,Trinidad and Tobago,#VALUE!,#VALUE!,3.306,3.368,3.374,3.412,3.412,3.4,2.683999956,1.904,1.997000078,2.12,2.11,2.15,2.192,2.156,2.15899999,2.162
TUN,Tunisia,#VALUE!,#VALUE!,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381,2.381
TUR,Turkey,#VALUE!,#VALUE!,0.542,0.535666659,0.529333338,0.523000001,0.516666665,0.510333329,0.504,0.492666669,0.48133333,0.47,0.447499998,0.424999982,0.402499974,0.38,0.379999988,0.38
TKM,Turkmenistan,#VALUE!,#VALUE!,4.28,4.28,4.28,4.319333339,4.358666682,4.398,4.086,3.9824,3.956350029,3.930300176,3.904250085,3.878200173,3.852150016,4.237766623,4.623383403,5.009
TUV,Tuvalu,#VALUE!,#VALUE!,4.45,4.450000043,4.45,4.596199989,4.742399931,4.888599992,5.034800053,5.180999994,5.327199936,5.473399878,5.619599819,5.765799999,5.912,5.911999941,5.911999941,5.912
UGA,Uganda,#VALUE!,#VALUE!,4.196,4.232999916,4.27,4.452857132,4.635714288,4.818571444,5.001428719,5.184285755,5.367142792,5.55,5.592666626,5.6353333,5.677999973,5.720666647,5.763333349,5.724
UKR,Ukraine,#VALUE!,#VALUE!,5.13,5.13,5.33,5.33,5.33,5.53,5.53,5.73,5.73,5.53,5.53,6.05,5.421000004,4.792,4.253999829,3.716
ARE,United Arab Emirates,#VALUE!,#VALUE!,11.04,11.144,11.042,11.44520016,11.84839983,12.25159998,12.65479965,13.058,12.21349974,11.36899967,10.52450008,9.68,9.396,9.33133316,9.266666412,9.202
GBR,United Kingdom,#VALUE!,#VALUE!,5.6369092,5.6369092,5.6369092,5.6369092,5.6369092,5.6369092,5.6369092,5.6369092,6.366,6.510799766,6.655600071,6.80039978,6.94519949,7.09,7.99999984,8
USA,United States,#VALUE!,#VALUE!,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.837000004,0.87,1.54,1.539999992,1.539999992,1.539999992,1.539999992,1.54
URY,Uruguay,#VALUE!,#VALUE!,17.264,14.434,14.39,14.43,14.422,14.406,14.398,14.37500019,14.352,14.46826668,14.58453341,14.7008,14.7968502,14.89289951,14.98895025,15.085
UZB,Uzbekistan,#VALUE!,#VALUE!,7.14,7.14,7.14,7.246500034,7.352999945,7.459499855,7.566,6.9,7.327332973,7.754666727,7.498666611,7.724333286,7.95,7.950000048,7.950000048,7.95
VUT,Vanuatu,#VALUE!,#VALUE!,16.15,16.35,17.35,14.52966671,12.50933342,10.48900013,8.66866684,7.248333549,5.028,6.541000128,8.054000139,9.566999912,11.08000088,12.59300041,14.1060009,15.619
VEN,"Venezuela, Bolivarian Republic of",#VALUE!,#VALUE!,13.37,13.37,13.57,13.57,13.77,14.49,13.85899963,14.14799938,14.60900021,15.06999983,15.05899996,14.95899963,14.85899925,14.75899935,14.65899958,14.659
VNM,Viet Nam,#VALUE!,#VALUE!,7.97,8.256,8.284000015,8.311999893,8.34,8.276666737,8.213333225,8.15,9.145400167,10.1408,11.13620043,12.1315999,13.12699987,13.02,13.01999998,13.02
YEM,Yemen,#VALUE!,#VALUE!,17.388,17.252,17.14,17.08,16.86,16.802,16.68,16.54000011,16.4,16.30499998,16.21,16.12700081,16.044,15.95000076,15.85599995,15.762
ZMB,Zambia,#VALUE!,#VALUE!,1.88,1.88,1.88,1.88857143,1.897142861,1.905714292,1.914285723,1.922857139,1.931428585,1.94,1.936999917,1.933999956,1.931000024,1.928,1.927999973,1.928
ZWE,Zimbabwe,#VALUE!,#VALUE!,5.011,5.100000101,5.189,5.144000011,5.098999935,5.054000097,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009,5.009
