ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
ISR,Israel,0.629095292,0.629095292,0.618187237,0.607279175,0.617504883,0.627730609,0.615525281,0.603319955,0.616458413,0.625492187,0.622624977,0.651639613,0.644025388,0.638213202,0.612550231,0.620505886,0.630393958,0.630393958
ITA,Italy,0.725603234,0.725603234,0.716862106,0.708121004,0.705942249,0.70376347,0.704446006,0.705128547,0.690257413,0.73112801,0.704817952,0.716367481,0.724873982,0.708980594,0.707049776,0.691847822,0.688433794,0.688433794
JAM,Jamaica,0.612173952,0.612173952,0.627111447,0.642048943,0.637794948,0.633540951,0.624659765,0.615778575,0.606105712,0.587989066,0.591127709,0.618633412,0.620946807,0.60757757,0.610410108,0.584444727,0.590722221,0.590722221
JPN,Japan,0.710211391,0.710211391,0.69416616,0.678120923,0.68142457,0.684728233,0.691556442,0.698384649,0.705940635,0.70538854,0.699333071,0.688277752,0.691162677,0.686041141,0.704772249,0.707775699,0.704935582,0.704935582
JOR,Jordan,0.465703871,0.465703871,0.447083658,0.428463445,0.444760269,0.461057093,0.403690064,0.346323027,0.3645805,0.391419823,0.397190033,0.361555821,0.368322423,0.354799848,0.335279116,0.33162625,0.324164342,0.324164342
KAZ,Kazakhstan,0.298967074,0.298967074,0.325956106,0.352945135,0.330529857,0.308114559,0.295539665,0.282964762,0.270861363,0.275214505,0.299553555,0.266976569,0.269830176,0.284686562,0.280351998,0.269876963,0.261759785,0.261759785
KEN,Kenya,0.365464782,0.365464782,0.334026837,0.302588892,0.311228156,0.31986741,0.334896469,0.349925519,0.449185506,0.466137974,0.460698026,0.476941367,0.455485592,0.445813915,0.436521164,0.458859998,0.454856761,0.454856761
KIR,Kiribati,0.729271686,0.729271686,0.731024122,0.732776601,0.729178905,0.725581216,0.720607138,0.715633094,0.694151852,0.606530821,0.550064442,0.6544734,0.641852823,0.660748453,0.641173517,0.641722175,0.669901091,0.669901091
PRK,"Korea, Democratic People's Republic of",0.112364832,0.112364832,0.094724655,0.07708444,0.07493906,0.072793656,0.072725487,0.072657332,0.054851983,0.080227329,0.060345265,0.044256985,0.060516245,0.063833031,0.052950316,0.061886183,0.06264845,0.06264845
KOR,"Korea, Republic of",0.623664857,0.623664857,0.615564632,0.607464415,0.609209728,0.610955025,0.624158812,0.63736259,0.632392571,0.637637962,0.64144471,0.62498559,0.62940643,0.621505487,0.636841403,0.643402976,0.641630205,0.641630205
KWT,Kuwait,0.459522925,0.459522925,0.452454889,0.445386848,0.447797161,0.450207469,0.439694828,0.429182191,0.416234062,0.441243425,0.4029708,0.390222241,0.397212371,0.395435914,0.406882757,0.397526248,0.392113758,0.392113758
KGZ,Kyrgyzstan,0.33768449,0.33768449,0.338104224,0.338523945,0.306941724,0.275359495,0.286034179,0.296708879,0.288026483,0.3004299,0.338110411,0.353217164,0.309935197,0.284104706,0.298989541,0.307701425,0.349136686,0.349136686
